_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above:confidence,orig__golden,fieldname_gold,fieldname_gold_reason,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above_gold,sentence,source
2268314506,FALSE,finalized,3,5/2/2019 15:41,not_a_gender_generalization,1,,,,,"[312] The reticence of the Constitution respecting removal left room for four possibilities, _first_, the one suggested by the common law doctrine of estate in office, from which the conclusion followed that the impeachment power was the only power of removal intended by the Constitution; _second_, that the power of removal was an incident of the power of appointment and hence belonged, at any rate in the absence of legal or other provision to the contrary, to the appointing authority; _third_, that Congress could, by virtue of its power to make all laws which shall be necessary and proper, etc., determine the location of the removal of power; _fourth_, that the President by virtue of his executive power and his duty to take care that the laws be faithfully executed, possesses the power of removal over all officers of the United States except judges.",Constitution Analysis
2268314507,FALSE,finalized,3,5/2/2019 3:35,not_a_gender_generalization,0.6863,,,,,"[313] Thus spoke the former President Taft, and the result of his prepossession was a rule which, as was immediately pointed out, exposed the so-called independent agencies, the Interstate Commerce Commission, the Federal Trade Commission, and the like, to Presidential domination.",Constitution Analysis
2268314508,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,0.6672,,,,,"[317] But in the absence of specific legislative provision to the contrary, the President may remove at his discretion an inferior officer whose term is limited by statute,[318] or one appointed with the consent of the Senate.",Constitution Analysis
2268314509,FALSE,finalized,3,5/2/2019 3:43,gender_generalization,1,,,,,"[324] Where property of a citizen has been mistakenly seized by the Government, converted into money and invested, the owner is entitled, in recovering compensation, to an allowance for the use of his property.",Constitution Analysis
2268314510,FALSE,finalized,3,5/2/2019 3:27,gender_generalization,1,,,,,"[328] For the same reason, a State may not prevent a citizen from concluding with a foreign life insurance company at its home office a policy loan agreement whereby the policy of his life is pledged as collateral security for a cash loan to become due upon default in payment of premiums, in which case the entire policy reserve might be applied to discharge the indebtedness.",Constitution Analysis
2268314511,FALSE,finalized,3,5/2/2019 3:59,gender_generalization,0.6505,,,,,"[328] REGULATE Elucidating this word in his opinion for the Court in Gibbons _v._ Ogden, Chief Justice Marshall said: We are now arrived at the inquiry--What is this power?",Constitution Analysis
2268314512,FALSE,finalized,3,5/2/2019 3:16,gender_generalization,0.6444,,,,,"[328] The federal courts may take jurisdiction of an action in ejectment by a citizen against officers of the Government, to recover property of which he has been deprived by force and which has been converted to the use of the Government without lawful authority and without just compensation.",Constitution Analysis
2268314513,FALSE,finalized,3,5/2/2019 3:51,gender_generalization,1,,,,,"[33] Even an individual cannot refuse to produce records which are in his custody on the plea that they might incriminate the owner or himself where the documents belong to a corporation,[34] or to a labor union.",Constitution Analysis
2268314514,FALSE,finalized,3,5/2/2019 4:24,not_a_gender_generalization,0.671,,,,,"[33] The Court held that appellant's interest as taxpayers was insufficient to constitute a justiciable case or controversy, while as to the alleged rights of the child involved the case had become moot with her graduation from school.",Constitution Analysis
2268314515,FALSE,finalized,3,5/2/2019 4:20,not_a_gender_generalization,0.6864,,,,,"[33] The Youngstown Opinion appears to rest on the proposition that since Congress could have ordered the seizure, e.g., under the necessary and proper clause, the President, in making it on his own, usurped legislative power and thereby violated the principle of the Separation of Powers.",Constitution Analysis
2268314516,FALSE,finalized,3,5/2/2019 15:50,gender_generalization,0.6852,,,,,"[330] The Fifth Amendment does not require that compensation shall actually be paid in advance of the taking[331] but the owner is entitled to reasonable, certain, and adequate provision for obtaining compensation before his occupancy is disturbed.",Constitution Analysis
2268314517,FALSE,finalized,3,5/2/2019 4:17,not_a_gender_generalization,0.6458,,,,,"[337] THE LOGAN ACT When in 1798 a Philadelphia Quaker named Logan went to Paris on his own to undertake a negotiation with the French Government with a view to averting war between France and the United States his enterprise stimulated Congress to pass An Act to Prevent Usurpation of Executive Functions,[338] which, more honored in the breach than the observance, still survives on the statute books.",Constitution Analysis
2268314518,FALSE,finalized,3,5/2/2019 2:45,gender_generalization,1,,,,,"[34] Where a person is convicted of a crime which includes several incidents, a second trial for one of those incidents puts him twice in jeopardy.",Constitution Analysis
2268314519,FALSE,finalized,3,5/2/2019 4:21,not_a_gender_generalization,1,,,,,"[34] Where a United States Senator was indicted for agreeing to receive compensation for services to be rendered in a proceeding before a government department, and it appeared that a tentative arrangement for such services was made in Illinois and confirmed in St. Louis, the defendant was properly tried in St. Louis, although he was not physically present in Missouri when notice of ratification was dispatched.",Constitution Analysis
2268314520,FALSE,finalized,3,5/2/2019 14:40,not_a_gender_generalization,1,,,,,"[344] JEFFERSON'S REAL POSITION Nor did Jefferson himself officially support Madison's point of view, as the following extract from his minutes of a Conversation, which took place July 10, 1793, between himself and Citizen Genet, show: He asked if they [Congress] were not the sovereign.",Constitution Analysis
2268314521,FALSE,finalized,3,5/2/2019 15:50,not_a_gender_generalization,0.6262,,,,,[347] Thus Congress was within its powers in vesting the Secretary of War with power to determine whether a structure of any nature in or over a navigable stream is an obstruction to navigation and to order its abatement if he so finds.,Constitution Analysis
2268314522,FALSE,finalized,3,5/2/2019 4:19,not_a_gender_generalization,1,,,,,[349] Said Senator Nelson of Minnesota: The President has asked us to give him the right to make war to expel the Spaniards from Cuba.,Constitution Analysis
2268314523,FALSE,finalized,3,5/2/2019 4:01,gender_generalization,1,,,,,[352] CONGRESSIONAL IMPLEMENTATION OF PRESIDENTIAL POLICIES No President was ever more jealous of his prerogative in the realm of foreign relations than President Woodrow Wilson.,Constitution Analysis
2268314524,FALSE,finalized,3,5/2/2019 14:40,not_a_gender_generalization,0.671,,,,,[36] Papers already in the custody of a United States court in consequence of their having been used by the owner himself as evidence on another proceeding may be used before a grand jury as a basis for an indictment for perjury.,Constitution Analysis
2268314525,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.3451,,,,,"[361] Thus a statute which defines waste as including, in addition to its ordinary meaning, economic waste, surface waste, and waste incident to production in excess of transportation or marketing facilities or reasonable market demands, and which provides that whenever full production from a common source of supply can be obtained only under conditions constituting waste, a producer may take only such proportion of all that may be produced from such common source without waste, as the production of his wells bears to the total production of such common source, is not repugnant to the due process clause.",Constitution Analysis
